no,type,data1,case1,case2,case3,case4,img
415,6,염좌(sprain),"손상 부위 통증, 관절통, 관절 불안정증, 관절 운동성 감소, 발의 통증","건 손상",정형외과,삠,6_37.jpg
416,6,"오스굿씨 병(Osgood Schlatter Disease)","압통, 무릎 부위 부종, 다리 통증, 무릎 부위 통증",슬개건염,정형외과,"경골절 골연골증,경골절의 골연골증,오스굿 슐라터병,오스굿 실라터병",6_38.jpg
417,6,외반슬(Knock-knee),"보행이상, X자 다리, 다리 통증","연골무형성증, 내반슬, 구루병",정형외과,"X 다리",6_39.jpg
419,6,"원위 요골과 척골 골절(Fracture of distal radius and ulna)","뼈의 변형, 저림, 손가락 운동장애, 손목에 심한 붓기와 통증","수부 외상, 팔죽지 골절, 골절 후 부정 유합, 불유합",정형외과,"Fracture of distal radius,손목골절,아래팔골절,아래팔골절수술,요골골절,원위요골골절,척골골절",6_41.jpg
420,6,"원판형 반월상연골(Discoid meniscus)","관절잡음, 무릎 부위 통증, 무릎 부위 부종, 관절 운동성 감소, 무증상","반달연골 이상, 슬관절 장애, 반월판 연골손상",정형외과,원판형연골,6_42.jpg
421,6,"유잉육종(Ewing sarcoma)","덩어리가 만져짐, 열감, 열, 환부 통증",골육종,"종양내과, 소아청소년종양혈액과",,6_43.jpg
422,6,"일과성 고관절 활액막염(Transient synovitis of hip)","관절 운동성 감소, 골반 통증, 열","대퇴골두 무혈관성 괴사",소아정형외과,"고관절활막염,고관절활액막염,일과성고관절활막염",6_44.jpg
423,6,좌골신경통(Sciatica),"요통, 저림, 다리 통증, 골반 통증","요추관 협착증","마취통증의학과, 신경외과, 정형외과",궁둥뼈신경통,6_45.jpg
425,6,"통풍성 관절염(gouty arthritis)","운동장애, 환부 통증, 관절통, 관절염",통풍,류마티스내과,"과요산성 관절염,urarthritis",6_47.jpg
426,6,"폐색성 혈전 혈관염 (Thromboangiitis obliterans)","말초의 허혈, 저림, 말초 통증",혈관염,혈관외과,"Buerger Disease,Buergers Disease,버거씨병,뷰르거병,폐색혈전혈관염,폐쇄혈전혈관염",6_48.jpg
428,6,"하지 정맥류(Varicose veins)","환부 통증, 피로감, 하지부종, 피부 긴장도 저하, 작열감, 피부경화, 피부궤양, 경련","위 정맥류, 식도 정맥류, 심부정맥 색전증, 동맥색전증 및 혈전증",혈관외과,"정맥류,다리 정맥류",6_50.jpg
429,6,"하지불안증후군(Restless Legs Syndrome)","다리 통증, 수면장애, 저림","수면 장애","신경과, 정신건강의학과","Restless Legs Syndrome,하지불안증",6_51.jpg
430,6,횡문근육종(Rhabdomyosarcoma),"환부 통증, 덩어리가 만져짐",횡문근융해증,"종양내과, 방사선종양학과, 소아청소년종양혈액과, 정형외과","횡문근육암,횡문근육종양",6_52.jpg
431,7,"강직성 척추염(Ankylosing spondylitis)","어깨의 통증, 관절통, 말초 통증, 골반 통증, 엉덩이 통증, 관절의 경직, 요통","척추병증, 퇴행성 척추 장애, 요추관 협착증, 포도막염","재활의학과, 류마티스내과","경직성 척추염,강직척추염",7_1.jpg
433,7,"노인성 척추후만증(Senile Kyphosis)","굽은 등, 요통, 보행이상","외상에 의한 척추 손상, 척추병증, 퇴행성 척추 장애","신경외과, 정형외과",노인성등굽음,7_3.jpg
435,7,소아마비(Polio),"무균성 뇌막염, 이완성 마비, 열","뇌성 마비",어린이병원,"척수성소아마비,폴리오,회백수염",7_5.jpg
436,7,신경근병증(Radiculopathy),"요통, 목의 통증, 근력 약화, 감각 이상, 방사통","경추 추간판 탈출증, 요추관 협착증","신경과, 정형외과",신경뿌리병증,7_6.jpg
438,7,"신장 결석(Renal stone)","옆구리 통증, 구토, 오심, 혈뇨","요관 결석, 요로 감염, 혈뇨, 요로결석","비뇨의학과, 소아비뇨의학과","신결석증,신장결석증,신결석",7_8.jpg
439,7,"신장의 신생물(Neoplasm of the kidney)",복부팽만감,"신세포암종, 낭성 신장 질환, 전이성 신장암","신장내과, 비뇨의학과",신장종양,7_9.jpg
440,7,"완전 척수 손상(Complete cord injury)","활력징후 이상, 호흡곤란, 사지 마비, 배뇨장애","척수병증, 배뇨통","신경외과, 재활의학과","Spinal Cord Trauma,척수손상",7_10.jpg
441,7,"외상에 의한 척수 손상(Traumatic Spinal cord injury)","발진, 배뇨장애, 서호흡, 장마비","횡단성 척수염, 완전 척수 손상, 척수병증","신경외과, 응급의학과",외상성척수손상,7_11.jpg
442,7,"외상에 의한 척추 손상(Traumatic spine injury)","저혈압, 서맥, 활력징후 이상","외상에 의한 뇌 손상, 외상에 의한 척수 손상","신경외과, 응급의학과, 정형외과","경추부염좌,척추손상",7_12.jpg
443,7,"요로 감염(Urinary tract infection)","긴박뇨, 오한, 옆구리 통증, 배뇨장애, 잔뇨감, 배뇨 시 통증, 빈뇨, 배뇨곤란, 소양감, 열","요관 협착, 비임균성 요도염, 급성 신우신염, 급성 방광염","신장내과, 노년내과, 비뇨의학과, 소아신장과, 소아비뇨의학과",요로염,7_13.jpg
446,7,"요추관 협착증(Lumbar spinal stenosis)","저림, 파행, 하지의 근력약화, 요통, 방사통","경추 추간판 탈출증","마취통증의학과, 신경외과, 정형외과","척추관 협착증,퇴행성 척추관 협착증",7_16.jpg
447,7,"요통(Low back pain)","저림, 환부 통증","골다공증, 염좌, 요추 전방전위증, 좌골신경통, 요추관 협착증, 경추 추간판 탈출증","노년내과, 마취통증의학과, 신경외과, 재활의학과, 정형외과, 스포츠건강의학센터","lumbago,아래허리통증,저배통,허리통,허리통증",7_17.jpg
448,7,"잠재성 이분 척추(Spina bifida occulta)",무증상,"수막종, 척수수막류",어린이병원,"잠재성이분척추증,폐쇄성 이분척추",7_18.jpg
450,7,"척수 종양(Spinal Cord tumor)","감각 이상, 운동장애, 요통, 환부 통증","완전 척수 손상, 척수병증, 척추 골수염, 척추 종양","방사선종양학과, 신경외과, 소아신경외과, 암병원",,7_20.jpg
451,7,척수공동증(Syringomyelia),"요통, 하지 마비, 감각 이상, 마비, 근력 약화","척추 골수염, 척수병증, 바이러스성 뇌수막염, 박테리아성 뇌수막염, 척추 종양, 척추측만증","신경외과, 소아신경외과",,7_21.jpg
452,7,"척수근육위축(Spinal muscular atrophy)","하지의 근력약화, 근긴장의 이상, 보행이상, 근골격계 이상","듀시엔형 근이영양증 , 베커형 근이영양증","신경과, 신경외과, 의학유전학센터, 의학유전학과","척수성근위축,척수성근위축증",7_22.jpg
454,7,척수수막류(Myelomeningoceles),"하지 마비, 보행이상, 굽은 등, 배뇨장애, 뇌수종, 자세이상","박테리아성 뇌수막염, 잠재성 이분 척추","어린이병원, 소아신경외과","Meningomyelocele,수막척수류,척추갈림증,척추이분증",7_24.jpg
455,7,"척추 골수염(Vertebral osteomyelitis)","마비, 피로감, 체중감소, 배뇨곤란, 열, 오한, 요통","골수염, 결핵성 골수염","감염내과, 정형외과",,7_25.jpg
456,7,"척추 종양(Spine Bone Tumor)","근육마비, 목의 통증, 피로감, 요통, 감각 이상, 근력 약화, 식욕부진","노인성 척추후만증, 퇴행성 척추 장애, 강직성 척추염, 척추병증","정형외과, 암병원","척추암,척추 신생물",7_26.jpg
457,7,척추병증(Spondylopathies),"요통, 저림, 자율신경장애, 운동장애, 감각 이상","근위축성 측색 경화증, 강직성 척추염, 골수염, 매독","정형외과, 류마티스내과",,7_27.jpg
459,7,척추측만증(Scoliosis),"굽은 등, 뼈의 변형, 근골격계 이상","퇴행성 척추 장애, 노인성 척추후만증, 척추병증",정형외과,"척추 옆 굽음증,척추측만",7_29.jpg
460,7,"퇴행성 척추 장애(Degenerative spinal disorder)","저림, 요통, 다리 통증, 관절의 경직","요추 전방전위증, 요추관 협착증",정형외과,"퇴행성 척추 질환",7_30.jpg
461,7,"횡단성 척수염(Transverse myelitis)","사지 마비, 괄약근 기능 이상, 하지의 근력약화, 감각 이상, 요통","다발성 경화증",신경과,"가로방향척수염,급성 횡단성 척수염,척수염,횡단척수염",7_31.jpg
462,8,"강박 장애(Obsessive-Compulsive Disorder)","의심, 불안, 반복적인 동작","우울증, 불안 장애, 자폐증 / 자폐 스펙트럼 장애, 틱 장애",정신건강의학과,"강박신경증,강박증,강박성 장애",8_1.jpg
464,8,"거스트만 증후군(Gerstmann Syndrome)","인지장애, 학습장애, 지남력 장애","양성 뇌종양, 뇌농양, 뇌졸중, 뇌종양","신경과, 신경외과, 재활의학과","게르스트만 증후군,저스트만 증후군",8_3.jpg
465,8,건강염려증(Hypochondriasis),"비현실감, 병원 쇼핑, 질병에 대한 공포","신체형 장애",정신건강의학과,"건강염려증상,심기증,질병 불안장애",8_4.jpg
466,8,"결핵성 수막염(Tuberculous meningitis)","열, 눈운동신경마비, 혼수, 두통, 시야장애, 졸림","후천성 면역결핍증","감염내과, 신경과","결핵성 뇌수막염",8_5.jpg
467,8,"경미한 인지장애(Mild cognitive impairment)","우울, 기억장애, 판단력장애, 언어장애, 무관심","간성 뇌증, 우울증, 혈관성 치매, 치매",신경과,"MCI,경도 인지장애,경도인지기능장애,경미 인지장애,경미한인지기능장애",8_6.jpg
468,8,"공황 장애(Panic disorder)","감각 이상, 얼굴이 화끈거림, 발한, 가슴 답답, 가슴 통증, 숨막히는 느낌, 오한, 어지러움, 가슴 두근거림, 죽음에 대한 공포, 손떨림, 오심, 온몸이 떨림","불안 장애, 심계항진, 갑상선기능항진증, 부정맥",정신건강의학과,"공황발작,우발적 발작성불안,임소공포",8_7.jpg
469,8,"광우병(Bovine spongiform encephalopathy)","정신 지체, 기억장애, 이상행동, 치매","치매, 크로이츠펠트-야콥병","감염내과, 신경과, 신경외과",,8_8.jpg
470,8,광장공포증(Agoraphobia),"대인관계 어려움, 불안","불안 장애, 공황 장애",정신건강의학과,광장공포,8_9.jpg
471,8,교모세포종(Glioblastoma),"오심, 뇌전증 발작 , 두통, 구토","신경모세포종, 수두증, 양성 뇌종양, 뇌종양, 뇌신경 인플레 , 원발성 중추신경계 림프종","종양내과, 방사선종양학과, 소아청소년종양혈액과, 신경외과, 소아신경외과",,8_10.jpg
472,8,"군발성 두통 증후군(Cluster headache syndrome)","코막힘, 눈물흘림, 눈의 통증, 콧물","편두통, 근육 긴장성 두통",신경과,"군발두통,군발두통증후군,송이 두통,송이두통증후군",8_11.jpg
473,8,"근육 긴장성 두통(Tension-type headache)","압통, 두통","편두통, 군발성 두통 증후군",신경과,긴장성두통,8_12.jpg
474,8,기면증(Narcolepsy),"낮 시간대의 졸음, 입수면기의 환각, 수면 마비, 탈력발작","수면 무호흡증, 수면 장애, 뇌전증",신경과,"기면발작,기면발작증,기면병,발작수면,수면발작,수면발작증,수면병",8_13.jpg
475,8,기분부전증(Dysthymia),"우유부단함 , 낮은 자존감 , 피부 긴장도 저하, 에너지가 적음, 비관주의",우울증,"정신건강의학과, 소아정신건강의학과","기분부전장애,만성우울증",8_14.jpg
476,8,기억상실증(amnesia),"감정 변화, 흥분, 초조함, 불안, 건망증, 기억장애","저혈당증, 치매, 외상성 치매 , 해리 장애, 경미한 인지장애, 혈관성 치매, 알츠하이머병",신경과,"기억상실,단기기억상실,단기기억상실증",8_15.jpg
477,8,난독증(Dyslexia),"읽기,쓰기 능력 부족","주의력결핍 과잉행동장애, 성인 주의력 결핍 과잉행동장애",정신건강의학과,"congenital word-blindness,독서불능증,발달성 단어맹,발달적 독서 불능증,선천성 단어맹,실독증,읽기장애",8_16.jpg
478,8,"노화된 얼굴(Aging face)","코 옆과 입꼬리 주름, 이중턱, 볼이 처짐, 눈꺼풀 처짐증, 아래 눈꺼풀이 불룩함, 볼, 눈주위 움푹 꺼짐, 눈가 및 이마 주름","비립종, 악성 흑색종, 한관종, 광선 각화증",성형외과,"노안,늙은 얼굴,얼굴 노화",8_17.jpg
479,8,"뇌 동정맥 기형(Cerebral arteriovenous malformation)","편두통, 뇌출혈, 박동성 통증, 두통, 뇌전증 발작","뇌졸중, 자발성 두개강 내 출혈, 뇌경색","신경외과, 소아신경외과","cerebral arteriovenous malformation,뇌동정맥기형,뇌의 동정맥 기형,선천성 뇌혈관 기형,뇌혈관 기형",8_18.jpg
480,8,"뇌경색(Cerebral infarction)","반신마비, 언어장애, 시야장애, 어지러움, 의식 변화","일과성 뇌허혈증, 뇌졸중","신경과, 신경외과, 재활의학과, 정신건강의학과, 소아신경과","ischemic stroke,경색성 뇌졸중,뇌경색증,뇌색전증,뇌혈전증,허혈성 뇌졸증",8_19.jpg
482,8,"뇌동맥 폐쇄(Occlusion of cerebral artery)","감각 이상, 편측 사지의 감각소실, 경련, 시야장애, 언어장애, 운동 실어증, 혼수, 의식 저하, 시력 감소, 무의지증","방광의 신경근육 기능 장애, 뇌졸중, 뇌경색","신경과, 신경외과",,8_21.jpg
483,8,"뇌동맥류(Cerebral aneurysm)","뇌전증 발작 , 안구내 출혈, 오심, 의식 변화, 두통, 구토","동맥류, 뇌동맥 폐쇄, 자발성 두개강 내 출혈","영상의학과, 신경외과, 신경중재클리닉","뇌동맥꽈리,뇌지주막하 출혈,두개강 내 동맥류",8_22.jpg
484,8,"뇌사(brain death)","반사 이상, 무호흡, 동공산대, 무의식, 호르몬변화","부정맥, 뇌종양, 양성 뇌종양, 뇌졸중, 외상에 의한 뇌 손상, 고혈압, 요붕증, 저체온증","신경과, 신경외과",,8_23.jpg
485,8,"뇌성 마비(Cerebral palsy)","인지장애, 반사 이상, 보행이상, 근긴장의 이상, 뇌전증 발작","운동신경 질환, 바이러스성 뇌수막염, 보행 운동 장애","소아신경과, 소아재활의학과, 소아정형외과",,8_24.jpg
486,8,뇌염(Encephalitis),"기운없음, 오한, 시력 감소, 열, 방향감각 상실, 경련, 경부 강직, 정신 혼미, 구토, 두통, 의식 저하","바이러스성 뇌수막염, 일본 뇌염, 박테리아성 뇌수막염","신경과, 소아신경과",수막뇌염,8_25.jpg
488,8,"뇌졸중(Cerebrovascular disease)","시력 감소, 복시, 어지러움, 운동장애, 발음 이상, 반신마비, 두통, 시야장애, 언어장애, 삼키기 곤란","협심증, 고혈압, 뇌경색, 급성 심근경색증, 뇌출혈","신경과, 신경외과, 소아신경과, 소아신경외과","stroke,급성기 허혈성 뇌중풍,뇌졸증,뇌중풍,중풍,허혈성 뇌중풍,허혈성 뇌혈관 질환",8_27.jpg
489,8,"뇌종양(Brain tumor)","운동장애, 오심, 감각 이상, 구토, 두통, 뇌전증 발작","양성 뇌종양, 신경종, 뇌하수체의 악성 신생물, 뇌하수체 양성 및 악성 신생물","종양내과, 방사선종양학과, 소아청소년종양혈액과, 신경과, 신경외과, 소아내분비대사과, 소아신경과, 암병원","뇌암,뇌종양",8_28.jpg
490,8,"뇌출혈(Cerebral hemorrhage)","의식 저하, 구토, 의식 변화, 두통, 어지러움, 마비","자발성 두개강 내 출혈, 지주막하 출혈, 뇌졸중","신경과, 신경외과, 재활의학과","뇌 내 출혈,뇌실질내출혈,뇌일혈,출혈성 뇌졸중,출혈성 뇌중풍",8_29.jpg
